playerID,idx,lgID,yearID,teamID,data_split,Batting_AtBats,Batting_Runs,Batting_BaseOnBalls,Batting_Hits,Batting_HomeRuns,Batting_Games,Batting_BattingAverage,Batting_PlateAppearances,Batting_OnBasePct,Batting_SlugPct,Batting_Doubles,Batting_Triples,Batting_RunsBattedIn,Batting_StolenBases,Batting_CaughtStealing,Batting_Strikeouts,Batting_IntentionalWalks,Batting_HitByPitch,Batting_SacrificeHits,Batting_Sacrifice_Flies,Batting_GroundedIntoDoublePlays
frencla01,833,NL,1934,PIT,train,84,8,4,16,0,49,0.19,98,0.227,0.226,3,0,6,0,0,16,0,0,10,0,3
frencla01,833,NL,1935,CHN,train,85,4,1,12,0,42,0.141,96,0.161,0.153,1,0,5,0,0,14,0,1,9,0,2
frencla01,833,NL,1936,CHN,train,85,5,4,18,0,43,0.212,99,0.247,0.235,2,0,5,0,0,12,0,0,10,0,1
freylo01,834,NL,1933,BRO,train,135,25,13,43,0,34,0.319,150,0.378,0.4,5,3,12,4,0,13,0,0,2,0,4
freylo01,834,NL,1934,BRO,train,490,77,52,139,8,125,0.284,556,0.358,0.402,24,5,57,11,0,54,0,5,9,0,7
freylo01,834,NL,1935,BRO,train,515,88,66,135,11,131,0.262,588,0.352,0.437,35,11,77,6,0,68,0,5,2,0,13
freylo01,834,NL,1936,BRO,train,524,63,71,146,4,148,0.279,607,0.369,0.372,29,4,60,7,0,56,0,4,8,0,13
freylo01,834,NL,1937,CHN,train,198,33,33,55,1,78,0.278,238,0.381,0.369,9,3,22,6,0,15,0,0,7,0,4
freylo01,834,NL,1938,CIN,train,501,76,49,133,4,124,0.265,557,0.331,0.365,26,6,36,4,0,50,0,0,7,0,1
freylo01,834,NL,1939,CIN,train,484,95,72,141,11,125,0.291,585,0.388,0.452,27,9,55,5,0,46,0,4,25,0,6
freylo01,834,NL,1940,CIN,train,563,102,80,150,8,150,0.266,663,0.361,0.371,23,6,54,22,0,48,0,3,17,0,6
freylo01,834,NL,1941,CIN,train,543,78,72,138,6,146,0.254,629,0.345,0.359,29,5,59,16,0,37,0,3,11,0,7
freylo01,834,NL,1942,CIN,train,523,66,87,139,2,141,0.266,620,0.373,0.344,23,6,39,9,0,38,0,2,8,0,4
freylo01,834,NL,1943,CIN,train,586,78,76,154,2,144,0.263,667,0.347,0.334,20,8,43,7,0,56,0,0,5,0,2
fribebe01,835,NL,1922,CHN,train,296,51,37,92,0,97,0.311,343,0.391,0.351,8,2,23,8,10,37,0,2,8,0,0
fribebe01,835,NL,1923,CHN,train,547,91,45,174,12,146,0.318,617,0.372,0.473,27,11,88,13,19,49,0,2,23,0,0
fribebe01,835,NL,1924,CHN,train,495,67,66,138,5,142,0.279,587,0.369,0.36,19,3,82,19,27,53,0,5,21,0,0
fribebe01,835,NL,1925,CHN,train,152,12,14,39,1,44,0.257,171,0.327,0.349,5,3,16,0,1,22,0,2,3,0,0
fribebe01,835,NL,1926,PHI,train,478,38,57,128,1,144,0.268,553,0.346,0.331,21,3,51,2,0,77,0,0,18,0,0
fribebe01,835,NL,1927,PHI,train,335,31,41,78,1,111,0.233,396,0.322,0.278,8,2,28,3,0,49,0,3,17,0,0
fribebe01,835,NL,1928,PHI,train,94,11,12,19,1,52,0.202,113,0.292,0.266,3,0,7,0,0,16,0,0,7,0,0
fribebe01,835,NL,1929,PHI,train,455,74,49,137,7,128,0.301,518,0.37,0.437,21,10,55,1,0,54,0,1,13,0,0
fribebe01,835,NL,1930,PHI,train,331,62,47,113,4,105,0.341,387,0.425,0.447,21,1,42,1,0,35,0,1,8,0,0
fribebe01,835,NL,1931,PHI,train,353,33,33,92,1,103,0.261,392,0.324,0.351,19,5,26,1,0,25,0,0,6,0,0
fribebe01,835,NL,1932,PHI,train,154,17,19,37,0,61,0.24,178,0.324,0.318,8,2,14,0,0,23,0,0,5,0,0
frienbo01,836,NL,1956,PIT,train,97,7,1,16,1,49,0.165,109,0.173,0.216,2,0,8,0,0,19,0,0,11,0,1
frienbo01,836,NL,1957,PIT,train,87,5,6,16,0,40,0.184,100,0.234,0.207,2,0,4,0,0,22,0,0,6,1,0
frienbo01,836,NL,1958,PIT,train,94,3,4,10,0,38,0.106,109,0.141,0.128,2,0,6,0,0,28,0,0,10,1,1
frienbo01,836,NL,1959,PIT,train,73,4,2,12,0,35,0.164,87,0.187,0.192,2,0,7,0,0,25,0,0,12,0,0
frienbo01,836,NL,1960,PIT,train,88,5,6,6,0,38,0.068,105,0.128,0.08,1,0,3,0,0,31,0,0,11,0,3
frienbo01,836,NL,1961,PIT,train,79,6,1,11,0,41,0.139,89,0.15,0.165,0,1,7,0,0,36,0,0,9,0,0
frienbo01,836,NL,1962,PIT,train,91,3,0,11,0,39,0.121,99,0.121,0.143,2,0,5,0,0,31,0,0,8,0,1
frienbo01,836,NL,1963,PIT,train,86,2,1,9,0,39,0.105,97,0.115,0.105,0,0,2,0,0,31,0,0,10,0,0
frienbo01,836,NL,1964,PIT,train,71,2,3,5,0,35,0.07,85,0.108,0.07,0,0,2,0,0,26,0,0,11,0,1
friscfr01,837,NL,1919,NY1,train,190,21,4,43,2,54,0.226,197,0.242,0.295,3,2,24,15,0,14,0,0,3,0,0
friscfr01,837,NL,1920,NY1,train,440,57,20,123,4,110,0.28,473,0.311,0.375,10,10,77,34,11,18,0,0,13,0,0
friscfr01,837,NL,1921,NY1,train,618,121,42,211,8,153,0.341,687,0.384,0.485,31,17,100,49,13,28,0,1,26,0,0
friscfr01,837,NL,1922,NY1,train,514,101,47,168,5,132,0.327,582,0.387,0.438,16,13,51,31,17,13,0,3,18,0,0
friscfr01,837,NL,1923,NY1,train,641,116,46,223,12,151,0.348,702,0.395,0.485,32,10,111,29,12,12,0,4,11,0,0
friscfr01,837,NL,1924,NY1,train,603,121,56,198,7,145,0.328,675,0.387,0.468,33,15,69,22,9,24,0,2,14,0,0
friscfr01,837,NL,1925,NY1,train,502,89,32,166,11,120,0.331,542,0.374,0.472,26,6,48,21,12,14,0,3,5,0,0
friscfr01,837,NL,1926,NY1,train,545,75,33,171,5,135,0.314,589,0.353,0.409,29,4,44,23,0,16,0,0,11,0,0
friscfr01,837,NL,1927,SLN,train,617,112,43,208,10,153,0.337,693,0.387,0.472,31,11,78,48,0,10,0,7,26,0,0
friscfr01,837,NL,1928,SLN,train,547,107,64,164,10,141,0.3,631,0.374,0.441,29,9,86,29,0,17,0,1,19,0,0
friscfr01,837,NL,1929,SLN,train,527,93,53,176,5,138,0.334,599,0.397,0.484,40,12,74,24,0,12,0,2,17,0,0
friscfr01,837,NL,1930,SLN,train,540,121,55,187,10,133,0.346,611,0.407,0.52,46,9,114,15,0,16,0,0,16,0,0
friscfr01,837,NL,1931,SLN,train,518,96,45,161,4,131,0.311,570,0.368,0.396,24,4,82,28,0,13,0,2,5,0,0
friscfr01,837,NL,1932,SLN,train,486,59,25,142,3,115,0.292,513,0.327,0.372,26,2,60,18,0,13,0,0,2,0,0
friscfr01,837,NL,1933,SLN,train,585,74,48,177,4,147,0.303,646,0.358,0.398,32,6,66,18,0,16,0,3,10,0,20
friscfr01,837,NL,1934,SLN,train,550,74,45,168,3,140,0.305,606,0.359,0.398,30,6,75,11,0,10,0,1,10,0,17
friscfr01,837,NL,1935,SLN,train,354,52,33,104,1,103,0.294,402,0.356,0.359,16,2,55,2,0,16,0,1,14,0,7
friscfr01,837,NL,1936,SLN,train,303,40,36,83,1,93,0.274,348,0.353,0.317,10,0,26,2,0,10,0,1,8,0,9
fryeje01,838,AL,1994,TEX,train,205,37,29,67,0,57,0.327,243,0.408,0.454,20,3,18,6,1,23,0,1,5,3,1
fryeje01,838,AL,1995,TEX,train,313,38,24,87,4,90,0.278,354,0.335,0.377,15,2,29,3,3,45,0,5,8,4,7
fryeje01,838,AL,1996,BOS,train,419,74,54,120,4,105,0.286,486,0.372,0.389,27,2,41,18,4,57,0,5,5,3,6
fryeje01,838,AL,1997,BOS,train,404,56,27,126,3,127,0.312,442,0.352,0.433,36,2,51,19,8,44,1,2,2,7,12
frymatr01,839,AL,1990,DET,train,232,32,17,69,9,66,0.297,251,0.348,0.47,11,1,27,3,3,51,0,1,1,0,3
frymatr01,839,AL,1991,DET,train,557,65,40,144,21,149,0.259,612,0.309,0.447,36,3,91,12,5,149,0,3,6,6,13
frymatr01,839,AL,1992,DET,train,659,87,45,175,20,161,0.266,721,0.316,0.416,31,4,96,8,4,144,1,6,5,6,13
frymatr01,839,AL,1993,DET,train,607,98,77,182,22,151,0.3,695,0.379,0.486,37,5,97,9,4,128,1,4,1,6,8
frymatr01,839,AL,1994,DET,train,464,66,45,122,18,114,0.263,528,0.326,0.474,34,5,85,2,2,128,1,5,1,13,6
frymatr01,839,AL,1995,DET,train,567,79,63,156,15,144,0.275,640,0.347,0.409,21,5,81,4,2,100,4,3,0,7,18
frymatr01,839,AL,1996,DET,train,616,90,57,165,22,157,0.268,688,0.329,0.437,32,3,100,4,3,118,2,4,1,10,18
frymatr01,839,AL,1997,DET,train,595,90,46,163,22,154,0.274,657,0.326,0.44,27,3,102,16,3,113,5,5,0,11,15
frymatr01,839,AL,1998,CLE,train,557,74,44,160,28,146,0.287,608,0.34,0.504,33,2,96,10,8,125,0,3,0,4,12
frymatr01,839,AL,1999,CLE,train,322,45,25,82,10,85,0.255,350,0.309,0.41,16,2,48,2,1,57,1,1,0,2,13
frymatr01,839,AL,2000,CLE,train,574,93,73,184,22,155,0.321,658,0.392,0.516,38,4,106,1,1,111,2,1,0,10,15
frymatr01,839,AL,2001,CLE,train,334,34,30,88,3,98,0.263,370,0.327,0.335,15,0,38,1,2,63,1,3,0,3,8
frymatr01,839,AL,2002,CLE,train,397,42,40,86,11,118,0.217,439,0.292,0.35,14,3,55,0,0,82,1,2,0,0,12
fuentti01,840,NL,1969,SFN,train,183,28,15,54,1,67,0.295,203,0.35,0.366,4,3,14,2,4,25,1,1,3,1,0
fuentti01,840,NL,1970,SFN,train,435,49,36,116,2,123,0.267,490,0.323,0.343,13,7,32,4,5,52,3,3,10,6,7
fuentti01,840,NL,1971,SFN,train,630,63,18,172,4,152,0.273,672,0.299,0.356,28,6,52,12,2,46,2,6,16,2,15
fuentti01,840,NL,1972,SFN,train,572,64,39,151,7,152,0.264,634,0.31,0.379,33,6,53,16,5,56,3,3,12,8,9
fuentti01,840,NL,1973,SFN,train,656,78,45,182,6,160,0.277,731,0.328,0.358,25,5,63,12,6,62,0,7,17,6,11
fuentti01,840,NL,1974,SFN,train,390,33,22,97,0,108,0.249,428,0.293,0.297,15,2,22,7,3,32,0,3,12,1,12
fuentti01,840,NL,1975,SDN,train,565,57,25,158,4,146,0.28,613,0.309,0.349,21,3,43,8,8,51,2,3,12,8,15
fuentti01,840,NL,1976,SDN,train,520,48,18,137,2,135,0.263,559,0.287,0.31,18,0,36,5,3,38,0,1,16,4,12
fuentti01,840,AL,1977,DET,train,615,83,38,190,5,151,0.309,673,0.348,0.397,19,10,51,4,4,61,1,2,13,5,11
fukudko01,841,NL,2008,CHN,train,501,79,81,129,10,150,0.257,590,0.359,0.379,25,3,58,12,4,104,9,1,2,5,7
fukudko01,841,NL,2009,CHN,train,499,79,93,129,11,146,0.259,603,0.375,0.421,38,5,54,6,10,112,3,3,3,5,15
fukudko01,841,NL,2010,CHN,train,358,45,64,94,13,130,0.263,429,0.371,0.439,20,2,44,7,8,67,1,0,3,4,5
fukudko01,841,NL,2011,CHN,train,293,33,46,80,3,87,0.273,345,0.374,0.369,15,2,13,2,2,57,1,1,5,0,2
fullich01,842,NL,1931,NY1,test,302,61,23,99,3,89,0.328,332,0.383,0.421,15,2,28,13,0,13,0,4,3,0,0
fullich01,842,NL,1932,NY1,test,235,35,11,70,1,96,0.298,250,0.332,0.396,14,3,21,1,0,12,0,1,3,0,0
fullich01,842,NL,1933,PHI,test,647,91,36,200,1,151,0.309,697,0.35,0.38,31,6,45,18,0,34,0,5,9,0,15
fullich01,842,NL,1934,PHI,test,102,8,10,23,0,28,0.225,114,0.301,0.284,6,0,12,2,0,4,0,1,1,0,1
fullmbr01,843,NL,1998,MON,test,505,58,39,138,13,140,0.273,547,0.327,0.446,44,2,73,6,6,70,4,2,0,1,12
fullmbr01,843,NL,1999,MON,test,347,38,22,96,9,100,0.277,374,0.321,0.464,34,2,47,2,3,35,6,2,0,3,14
fullmbr01,843,AL,2000,TOR,test,482,76,30,142,32,133,0.295,524,0.34,0.558,29,1,104,3,1,68,3,6,0,6,14
fullmbr01,843,AL,2001,TOR,test,522,71,38,143,18,146,0.274,573,0.326,0.444,31,2,83,5,2,88,8,6,0,7,13
fullmbr01,843,AL,2002,ANA,test,429,75,32,124,19,130,0.289,479,0.357,0.531,35,6,59,10,3,44,6,15,0,3,7
fullmbr01,843,AL,2003,ANA,test,206,32,26,63,9,63,0.306,235,0.387,0.5,9,2,35,5,4,31,4,2,0,1,4
fullmbr01,843,AL,2004,TEX,test,258,41,27,60,11,76,0.233,290,0.31,0.442,19,1,33,1,2,30,1,3,0,2,7
furcara01,844,NL,2000,ATL,train,455,87,73,134,4,131,0.295,542,0.394,0.382,20,4,37,40,14,80,0,3,9,2,2
furcara01,844,NL,2001,ATL,train,324,39,24,89,4,79,0.275,359,0.321,0.37,19,0,30,22,6,56,1,1,4,6,5
furcara01,844,NL,2002,ATL,train,636,95,43,175,8,154,0.275,693,0.323,0.387,31,8,47,27,15,114,0,3,9,2,8
furcara01,844,NL,2003,ATL,train,664,130,60,194,15,156,0.292,734,0.352,0.443,35,10,61,25,2,76,2,3,3,4,1
furcara01,844,NL,2004,ATL,train,563,103,58,157,14,143,0.279,632,0.344,0.414,24,5,59,29,6,71,4,1,5,5,9
furcara01,844,NL,2005,ATL,train,616,100,62,175,12,154,0.284,689,0.348,0.429,31,11,58,46,10,78,3,1,5,5,11
furcara01,844,NL,2006,LAN,train,654,113,73,196,15,159,0.3,736,0.369,0.445,32,9,63,37,13,98,3,1,5,3,7
furcara01,844,NL,2007,LAN,train,581,87,55,157,6,138,0.27,642,0.333,0.355,23,4,47,25,6,68,3,1,2,3,11
furcara01,844,NL,2008,LAN,train,143,34,20,51,5,36,0.357,164,0.439,0.573,12,2,16,8,3,17,0,1,0,0,3
furcara01,844,NL,2009,LAN,train,613,92,61,165,9,150,0.269,680,0.335,0.375,28,5,47,12,6,89,2,1,3,2,11
furcara01,844,NL,2010,LAN,train,383,66,40,115,8,97,0.3,428,0.366,0.46,23,7,43,22,4,60,5,1,2,2,5
furcara01,844,NL,2011,LAN,train,137,15,11,27,1,37,0.197,152,0.272,0.248,4,0,12,5,3,21,0,3,1,0,0
furcara01,844,NL,2012,SLN,train,477,69,44,126,5,121,0.264,531,0.325,0.346,18,3,49,12,4,57,1,1,5,4,7
furilca01,845,NL,1946,BRO,train,335,29,31,95,3,117,0.284,379,0.346,0.4,18,6,35,6,0,20,0,1,12,0,10
furilca01,845,NL,1947,BRO,train,437,61,34,129,8,124,0.295,476,0.347,0.437,24,7,88,7,0,24,0,1,4,0,17
furilca01,845,NL,1948,BRO,train,364,55,43,108,4,108,0.297,414,0.374,0.407,20,4,44,6,0,32,0,2,5,0,7
furilca01,845,NL,1949,BRO,train,549,95,37,177,18,142,0.322,596,0.368,0.506,27,10,106,4,0,29,0,3,7,0,16
furilca01,845,NL,1950,BRO,train,620,99,41,189,18,153,0.305,669,0.353,0.46,30,6,106,8,0,40,0,5,3,0,19
furilca01,845,NL,1951,BRO,train,667,93,43,197,16,158,0.295,724,0.344,0.427,32,4,91,8,7,33,0,7,7,0,15
furilca01,845,NL,1952,BRO,train,425,52,31,105,8,134,0.247,462,0.304,0.351,18,1,59,1,4,33,0,4,2,0,16
furilca01,845,NL,1953,BRO,train,479,82,34,165,21,132,0.344,518,0.393,0.58,38,6,92,1,1,32,0,4,1,0,15
furilca01,845,NL,1954,BRO,train,547,56,49,161,19,150,0.294,607,0.356,0.444,23,1,96,2,4,35,0,5,3,3,17
furilca01,845,NL,1955,BRO,train,523,83,43,164,26,140,0.314,578,0.371,0.52,24,3,95,4,5,43,5,7,1,4,15
furilca01,845,NL,1956,BRO,train,523,66,57,151,21,149,0.289,587,0.357,0.467,30,0,83,1,1,41,15,1,2,4,27
furilca01,845,NL,1957,BRO,train,395,61,29,121,12,119,0.306,440,0.358,0.461,17,4,66,0,2,33,4,5,7,4,13
furilca01,845,NL,1958,LAN,train,411,54,35,119,18,122,0.29,459,0.343,0.482,19,3,83,0,2,28,2,2,4,7,15
furilca01,845,NL,1959,LAN,train,93,8,7,27,0,50,0.29,103,0.333,0.333,4,0,13,0,0,11,2,0,1,2,5
gaettga01,846,AL,1982,MIN,train,508,59,37,117,25,145,0.23,565,0.28,0.443,25,4,84,0,4,107,2,3,4,13,16
gaettga01,846,AL,1983,MIN,train,584,81,54,143,21,157,0.245,650,0.309,0.414,30,3,78,7,1,121,2,4,0,8,18
gaettga01,846,AL,1984,MIN,train,588,55,44,154,5,162,0.262,644,0.315,0.35,29,4,65,11,5,81,1,4,3,5,9
gaettga01,846,AL,1985,MIN,train,560,71,37,138,20,160,0.246,608,0.301,0.409,31,0,63,13,5,89,3,7,3,1,15
gaettga01,846,AL,1986,MIN,train,596,91,52,171,34,157,0.287,661,0.347,0.518,34,1,108,14,15,108,4,6,1,6,18
gaettga01,846,AL,1987,MIN,train,584,95,37,150,31,154,0.257,628,0.303,0.485,36,2,109,10,7,92,7,3,1,3,25
gaettga01,846,AL,1988,MIN,train,468,66,36,141,28,133,0.301,516,0.353,0.551,29,2,88,7,4,85,5,5,1,6,10
gaettga01,846,AL,1989,MIN,train,498,63,25,125,19,130,0.251,536,0.286,0.404,11,4,75,6,2,87,5,3,1,9,12
gaettga01,846,AL,1990,MIN,train,577,61,36,132,16,154,0.229,625,0.274,0.376,27,5,85,6,1,101,1,3,1,8,22
gaettga01,846,AL,1991,CAL,train,586,58,33,144,18,152,0.246,634,0.293,0.379,22,1,66,5,5,104,3,8,2,5,13
gaettga01,846,AL,1992,CAL,train,456,41,21,103,12,130,0.226,486,0.267,0.342,13,2,48,3,1,79,4,6,0,3,9
gaettga01,846,AL,1994,KCA,train,327,53,19,94,12,90,0.287,352,0.328,0.462,15,3,57,0,2,63,3,2,1,3,9
gaettga01,846,AL,1995,KCA,train,514,76,47,134,35,137,0.261,578,0.329,0.518,27,0,96,3,3,91,6,8,3,6,7
gaettga01,846,NL,1996,SLN,train,522,71,35,143,23,141,0.274,574,0.326,0.473,27,4,80,2,2,97,6,8,4,5,10
gaettga01,846,NL,1997,SLN,train,502,63,36,126,17,148,0.251,554,0.305,0.404,24,1,69,7,3,88,3,6,4,6,20
gaettga01,846,NL,1998,SLN,train,306,39,31,81,11,91,0.265,345,0.339,0.454,23,1,43,1,1,39,1,5,0,3,10
gaettga01,846,NL,1999,CHN,train,280,22,21,57,9,113,0.204,308,0.26,0.339,9,1,46,0,1,51,0,2,0,5,5
gagliph01,847,NL,1965,SLN,train,363,46,40,87,8,122,0.24,411,0.312,0.355,14,2,53,2,1,45,0,1,1,6,11
gagliph01,847,NL,1966,SLN,train,213,23,24,54,2,90,0.254,242,0.329,0.338,8,2,15,2,1,29,1,1,2,2,6
gagliph01,847,NL,1967,SLN,train,217,20,19,48,2,73,0.221,243,0.283,0.281,7,0,21,0,0,26,3,1,3,3,6
gagliph01,847,NL,1968,SLN,train,105,13,7,24,0,53,0.229,115,0.281,0.305,4,2,13,0,0,12,0,1,1,1,2
gagliph01,847,NL,1969,SLN,train,128,7,14,29,1,62,0.227,143,0.303,0.266,2,0,10,0,0,12,0,0,1,0,6
gagnegr01,848,AL,1985,MIN,train,293,37,20,66,2,114,0.225,322,0.279,0.317,15,3,23,10,4,57,0,3,3,3,5
gagnegr01,848,AL,1986,MIN,train,472,63,30,118,12,156,0.25,524,0.301,0.398,22,6,54,12,10,108,0,6,13,3,4
gagnegr01,848,AL,1987,MIN,train,437,68,25,116,10,137,0.265,478,0.31,0.43,28,7,40,6,6,84,0,4,10,2,3
gagnegr01,848,AL,1988,MIN,train,461,70,27,109,14,149,0.236,507,0.288,0.397,20,6,48,15,7,110,2,7,11,1,13
gagnegr01,848,AL,1989,MIN,train,460,69,17,125,9,149,0.272,491,0.298,0.424,29,7,48,11,4,80,0,2,7,5,10
gagnegr01,848,AL,1990,MIN,train,388,38,24,91,7,138,0.235,423,0.28,0.361,22,3,38,8,8,76,0,1,8,2,5
gagnegr01,848,AL,1991,MIN,train,408,52,26,108,8,139,0.265,447,0.31,0.395,23,3,42,11,9,72,0,3,5,5,15
gagnegr01,848,AL,1992,MIN,train,439,53,19,108,7,146,0.246,473,0.28,0.346,23,0,39,6,7,83,0,2,12,1,11
gagnegr01,848,AL,1993,KCA,train,540,66,33,151,10,159,0.28,581,0.319,0.406,32,3,57,10,12,93,1,0,4,4,7
gagnegr01,848,AL,1994,KCA,train,375,39,27,97,7,107,0.259,409,0.314,0.392,23,3,51,10,17,79,0,4,2,1,8
gagnegr01,848,AL,1995,KCA,train,430,58,38,110,6,120,0.256,482,0.316,0.374,25,4,49,3,5,60,2,2,7,5,11
gagnegr01,848,NL,1996,LAN,train,428,48,50,109,10,128,0.255,487,0.333,0.364,13,2,55,4,2,93,11,2,4,3,6
gagnegr01,848,NL,1997,LAN,train,514,49,31,129,9,144,0.251,553,0.298,0.354,20,3,57,2,5,120,4,4,3,1,13
galanau01,849,NL,1934,CHN,train,192,31,16,50,5,66,0.26,208,0.317,0.391,6,2,22,4,0,15,0,0,0,0,2
galanau01,849,NL,1935,CHN,train,646,133,87,203,12,154,0.314,748,0.399,0.467,41,11,79,22,0,53,0,4,11,0,0
galanau01,849,NL,1936,CHN,train,575,74,67,152,8,145,0.264,649,0.344,0.365,26,4,81,16,0,50,0,3,4,0,9
galanau01,849,NL,1937,CHN,train,611,104,79,154,18,147,0.252,695,0.339,0.412,24,10,78,23,0,48,0,1,4,0,7
galanau01,849,NL,1938,CHN,train,395,52,49,113,6,110,0.286,449,0.368,0.418,16,9,69,8,0,17,0,2,3,0,7
galanau01,849,NL,1939,CHN,train,549,104,75,167,6,148,0.304,641,0.392,0.432,36,8,71,8,0,26,0,4,13,0,10
galanau01,849,NL,1940,CHN,train,209,33,37,48,3,68,0.23,248,0.346,0.359,14,2,22,9,0,23,0,0,2,0,2
galanau01,849,NL,1941,CHN,train,120,18,22,25,1,65,0.208,143,0.331,0.258,3,0,13,0,0,10,0,0,1,0,1
galanau01,849,NL,1942,BRO,train,209,24,24,55,0,69,0.263,234,0.339,0.34,16,0,22,2,0,12,0,0,1,0,3
galanau01,849,NL,1943,BRO,train,495,83,103,142,9,139,0.287,604,0.412,0.406,26,3,67,6,0,39,0,2,4,0,3
galanau01,849,NL,1944,BRO,train,547,96,101,174,12,151,0.318,654,0.426,0.495,43,9,93,4,0,23,0,2,4,0,8
galanau01,849,NL,1945,BRO,train,576,114,114,177,9,152,0.307,696,0.423,0.441,36,7,92,13,0,27,0,2,4,0,10
galanau01,849,NL,1946,BRO,train,274,53,68,85,3,99,0.31,348,0.451,0.46,22,5,38,8,0,21,0,2,4,0,1
galanau01,849,NL,1947,CIN,train,392,60,94,123,6,124,0.314,491,0.449,0.416,18,2,61,0,0,19,0,2,3,0,5
galanau01,849,NL,1948,CIN,train,77,18,26,22,2,54,0.286,106,0.471,0.455,3,2,16,0,0,4,0,1,2,0,2
galaran01,850,NL,1986,MON,train,321,39,30,87,10,105,0.271,356,0.338,0.405,13,0,42,6,5,79,5,3,1,1,8
galaran01,850,NL,1987,MON,train,551,72,41,168,13,147,0.305,606,0.361,0.459,40,3,90,7,10,127,13,10,0,4,11
galaran01,850,NL,1988,MON,train,609,99,39,184,29,157,0.302,661,0.352,0.54,42,8,92,13,4,153,9,10,0,3,12
galaran01,850,NL,1989,MON,train,572,76,48,147,23,152,0.257,636,0.327,0.434,30,1,85,12,5,158,10,13,0,3,12
galaran01,850,NL,1990,MON,train,579,65,40,148,20,155,0.256,628,0.306,0.409,29,0,87,10,1,169,8,4,0,5,14
galaran01,850,NL,1991,MON,train,375,34,23,82,9,107,0.219,400,0.268,0.336,13,2,33,5,6,86,5,2,0,0,6
galaran01,850,NL,1992,SLN,train,325,38,11,79,10,95,0.243,347,0.282,0.391,14,2,39,5,4,69,0,8,0,3,8
galaran01,850,NL,1993,COL,train,470,71,24,174,22,120,0.37,506,0.403,0.602,35,4,98,2,4,73,12,6,0,6,9
galaran01,850,NL,1994,COL,train,417,77,19,133,31,103,0.319,449,0.356,0.592,21,0,85,8,3,93,8,8,0,5,10
galaran01,850,NL,1995,COL,train,554,89,32,155,31,143,0.28,604,0.331,0.511,29,3,106,12,2,146,6,13,0,5,14
galaran01,850,NL,1996,COL,train,626,119,40,190,47,159,0.304,691,0.357,0.601,39,3,150,18,8,157,3,17,0,8,6
galaran01,850,NL,1997,COL,train,600,120,54,191,41,154,0.318,674,0.389,0.585,31,3,140,15,8,141,2,17,0,3,16
galaran01,850,NL,1998,ATL,train,555,103,63,169,44,153,0.305,648,0.397,0.595,27,1,121,7,6,146,11,25,0,5,8
galaran01,850,NL,2000,ATL,train,494,67,36,149,28,141,0.302,548,0.369,0.526,25,1,100,3,5,126,5,17,0,1,15
galaran01,850,AL,2001,TEX,train,243,33,18,57,10,72,0.235,271,0.31,0.424,16,0,34,1,0,68,1,9,0,1,9
galaran01,850,NL,2002,MON,train,292,30,30,76,9,104,0.26,334,0.344,0.394,12,0,40,2,2,81,6,9,0,3,8
galaran01,850,NL,2003,SFN,train,272,36,19,82,12,110,0.301,293,0.352,0.489,15,0,42,1,3,61,1,2,0,0,9
galatmi01,851,AL,1933,CLE,train,160,19,23,38,1,57,0.238,186,0.333,0.281,2,1,17,2,3,21,0,0,3,0,0
galatmi01,851,AL,1934,CLE,train,196,29,21,53,0,49,0.27,222,0.344,0.342,10,2,15,3,2,8,0,1,4,0,0
galatmi01,851,AL,1935,CLE,train,259,45,35,78,0,93,0.301,302,0.389,0.359,9,3,19,4,5,8,0,2,6,0,0
galatmi01,851,AL,1936,CLE,train,97,12,13,23,0,49,0.237,112,0.333,0.299,4,1,6,1,2,8,0,1,1,0,0
gallada01,852,AL,1991,CAL,train,270,32,24,79,1,90,0.293,306,0.355,0.367,17,0,30,2,4,43,0,2,10,0,6
gallada01,852,NL,1992,NYN,train,175,20,19,42,1,98,0.24,205,0.307,0.331,11,1,21,4,5,16,0,1,3,7,7
gallada01,852,NL,1993,NYN,train,201,34,20,55,6,99,0.274,229,0.338,0.443,12,2,28,1,1,18,1,0,7,1,7
gallada01,852,NL,1994,ATL,train,152,27,22,34,2,89,0.224,177,0.326,0.296,5,0,14,0,2,17,2,1,2,0,5
gallada01,852,NL,1995,PHI,train,157,12,16,50,1,62,0.318,176,0.379,0.414,12,0,12,0,0,20,0,0,2,1,5
gallemi01,853,AL,1987,OAK,train,124,18,12,31,2,72,0.25,143,0.319,0.347,6,0,14,0,1,21,0,1,5,1,5
gallemi01,853,AL,1988,OAK,train,277,38,34,58,2,129,0.209,320,0.298,0.26,8,0,20,2,3,53,0,1,8,0,6
gallemi01,853,AL,1989,OAK,train,357,45,35,90,3,133,0.252,409,0.327,0.328,14,2,30,7,5,43,0,6,8,3,10
gallemi01,853,AL,1990,OAK,train,389,36,35,80,3,140,0.206,447,0.277,0.272,13,2,34,5,5,50,0,4,17,2,13
gallemi01,853,AL,1991,OAK,train,482,67,67,119,12,159,0.247,567,0.343,0.369,15,4,49,6,9,84,3,5,10,3,8
gallemi01,853,AL,1992,NYA,train,173,24,20,44,3,53,0.254,201,0.343,0.358,7,1,14,0,1,22,0,4,3,1,5
gallemi01,853,AL,1993,NYA,train,403,63,50,114,10,119,0.283,465,0.364,0.412,20,1,54,3,2,65,0,4,3,5,16
